パン、米など,肉類,魚介類,果物、野菜類,酒類,たばこ関連,被服、生活必需品,医療、サプリメント関連,PC・通信関連,その他,サブスクA契約有無,サブスクB契約有無,サブスクC契約有無,サブスクD契約有無,サブスクE契約有無,性別,ユーザー年齢,同居人登録有無,子供有無,テレビ有無,冷蔵庫有無,洗濯機有無,エアコン有無,車有無,固定電話有無,携帯電話有無,PC有無
2290,380,1300,1080,0,0,720,1770,3310,3920,0,0,0,0,0,1,42,0,0,0,1,0,0,0,0,0,0
2960,910,890,1470,6220,0,1420,1400,4240,6870,1,0,0,1,0,1,49,1,0,1,1,0,0,0,0,1,0
5340,690,910,1390,0,5400,2100,200,2830,5900,1,1,0,0,0,1,41,1,1,1,1,0,0,1,0,1,0
5700,1430,2670,1760,30,30,9670,3230,5040,9280,1,0,0,0,0,1,61,1,1,1,1,0,0,0,0,0,0
2960,460,0,250,3720,2910,340,10070,3080,6980,0,0,1,0,0,1,25,1,0,1,0,0,0,0,0,1,0
5100,490,670,1940,0,0,750,6600,2710,8620,0,0,0,0,0,0,75,1,0,1,1,0,0,0,0,1,0
4630,1500,810,1780,9320,4620,4160,5100,2500,4670,1,1,0,1,0,1,46,1,1,1,1,0,0,0,0,1,0
4780,890,730,1710,740,0,4980,1470,3160,6310,0,0,0,0,0,1,44,1,0,1,1,1,0,0,0,1,0
1440,630,590,1650,790,1600,0,0,2220,4070,0,1,0,0,0,1,49,0,0,1,1,0,0,0,0,0,0
1060,410,0,1210,0,0,1600,5500,3280,3810,0,0,0,0,0,0,57,1,0,1,0,0,0,0,0,1,0
8460,540,810,1610,1110,0,9480,2880,3250,2710,0,0,0,1,0,1,54,1,0,0,1,1,0,0,0,1,0
5100,950,1200,1510,5480,5180,2600,2410,6200,7040,0,0,0,0,0,0,62,1,0,1,1,0,0,0,0,1,0
3720,360,810,2530,0,5860,3000,2500,3330,4070,0,1,1,1,0,1,24,1,1,1,1,0,0,0,0,1,0
3540,1630,1320,270,20,130,640,1790,5190,8620,0,0,1,0,0,1,40,1,1,1,1,1,0,0,0,1,1
4230,2340,830,2540,4010,5910,4920,880,7860,8780,0,1,0,1,0,1,29,1,0,1,1,1,0,1,0,1,1
4880,1360,1610,980,0,20,2600,2430,5790,5190,0,0,0,0,0,1,43,1,0,1,1,0,0,0,0,1,1
2350,400,330,1270,0,0,3680,2390,2860,8660,0,0,0,0,0,0,54,1,0,1,1,0,0,0,0,1,0
3640,4250,1730,310,6550,11800,2670,1070,3170,4620,0,0,0,0,0,1,45,1,0,1,1,1,0,0,1,1,0
6120,1020,990,3970,4130,20,8210,8290,2480,12220,0,0,0,0,0,1,60,1,0,1,1,1,0,0,0,1,0
4530,470,1710,310,620,2020,860,180,2890,6330,0,0,0,1,0,0,50,1,1,0,1,0,0,0,0,1,0
3400,30,0,0,380,60,890,1510,2880,2530,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,1,0
4600,600,410,2730,490,0,250,0,3300,3280,1,0,0,1,0,0,79,1,0,0,1,0,0,0,0,1,0
3300,1640,1300,1410,0,0,4880,7810,4290,1670,0,0,0,0,0,0,28,1,0,1,1,1,0,1,0,1,1
4140,2020,1990,5710,460,3430,2290,2870,10940,7540,0,0,1,1,0,0,28,1,0,1,1,1,0,0,0,1,1
2030,600,520,370,4010,470,8180,3830,3400,4970,0,0,0,0,0,1,29,0,0,1,1,0,0,0,0,1,0
5620,660,0,380,10,20,880,3980,29180,13320,0,0,0,0,0,0,55,1,1,1,0,1,0,0,0,1,1
5440,490,360,1280,0,2070,4220,1250,7530,9270,1,0,0,0,0,0,85,1,0,1,1,1,0,0,0,1,1
6220,630,2550,740,5300,5480,2600,5210,2520,10980,0,0,0,1,0,1,73,1,1,0,1,0,0,0,0,1,0
5110,2770,1370,0,4540,0,2860,3790,6400,5070,0,0,0,0,0,1,41,1,0,1,1,0,0,1,0,1,0
3970,570,840,2200,0,5130,2410,1430,3360,6470,0,0,1,1,0,1,32,1,0,0,1,0,0,0,0,1,0
710,600,840,2160,0,20,2270,2210,2140,7680,0,0,0,0,0,1,70,0,0,1,1,1,0,0,0,1,0
3880,1520,810,1080,6800,0,2810,860,16790,11070,0,0,0,0,0,1,61,1,0,1,1,1,0,0,0,1,0
6410,720,460,1250,1070,0,3970,2360,10300,4090,0,0,0,0,0,1,37,1,1,1,1,0,0,0,0,1,0
2280,1940,1300,480,0,740,1160,1330,11930,11040,0,0,1,0,0,1,57,1,0,1,1,1,0,0,0,1,1
9720,3100,1770,920,2780,5320,9410,4020,3590,8240,0,0,0,0,0,0,65,1,0,1,1,1,0,1,0,1,0
2980,790,1850,5050,6660,5230,180,1020,5380,13020,0,0,0,0,0,1,64,1,0,0,1,0,0,0,0,1,0
3510,340,450,3050,0,1810,4260,890,3090,8070,1,0,0,1,0,0,50,1,1,0,1,0,0,0,0,1,0
3030,130,580,1910,670,1420,3440,670,3280,10350,0,0,0,1,0,1,64,1,1,0,1,0,0,0,0,1,0
5600,4770,2540,3270,3090,0,17220,26850,99060,10580,1,0,0,0,1,1,60,1,1,1,1,1,1,1,1,1,0
3860,2750,1020,760,0,0,14550,13440,14620,8300,0,0,0,0,0,0,43,1,0,1,1,1,0,0,0,1,0
6400,410,640,760,0,80,840,3710,0,12030,0,0,0,0,0,0,85,1,0,0,1,0,0,0,0,0,0
1620,280,0,880,1080,40,1170,1060,3360,3010,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0
4740,1300,930,980,0,40,4680,2050,3850,4450,0,0,0,1,0,1,37,1,1,1,1,1,0,0,0,1,0
4240,2820,680,670,10,270,7640,28320,113850,5840,1,0,1,0,1,0,44,1,0,1,1,1,0,0,1,1,1
6420,0,0,1300,760,5300,3500,2960,9320,8760,0,1,0,0,0,0,80,1,0,1,0,0,0,0,0,1,0
4240,2340,560,5670,290,20,6020,2380,2010,7010,0,0,0,1,0,1,56,1,0,1,1,0,0,0,0,1,0
3340,290,430,2670,2990,3330,2530,860,2310,2510,0,1,0,0,0,1,32,1,1,1,0,0,0,0,0,1,0
3160,1150,900,1440,18340,6370,6890,6800,5720,4430,1,0,1,0,0,1,38,1,1,1,1,0,0,0,0,1,0
4920,1380,870,2630,10850,13810,7990,1650,37810,6660,1,0,0,1,0,0,52,1,1,1,1,1,0,0,0,1,1
5430,1610,1340,2020,20,0,1790,2150,4220,5700,0,0,0,1,0,0,65,1,0,1,1,0,0,0,0,1,0
4040,870,1200,3720,0,10,1750,38010,1950,5740,0,0,0,0,0,1,67,0,0,0,1,0,0,0,0,1,0
4360,880,490,1780,0,0,2410,1340,2880,6960,0,0,0,0,0,1,45,1,0,1,1,0,1,0,0,1,0
3920,1220,1470,1740,18890,22380,4830,1190,2850,3090,0,0,1,0,0,0,59,1,0,1,1,1,0,0,0,1,0
5180,1570,940,490,3280,5300,9130,2970,50550,6560,0,0,0,0,0,0,38,1,1,1,1,1,0,0,0,1,1
4550,1820,900,2560,900,80,2000,1290,3850,5420,0,0,0,1,0,1,52,1,1,1,1,0,0,0,0,1,0
2390,740,630,1050,10,0,330,460,2340,7450,0,0,0,1,0,1,58,1,0,1,1,1,0,0,0,0,0
5800,3810,1440,360,40,10,4920,920,10200,4400,1,0,0,1,0,0,38,1,1,1,1,1,1,0,0,1,1
3950,570,830,660,6220,6170,780,1220,2650,6510,0,0,0,0,0,0,40,1,0,0,1,0,0,0,0,1,0
4450,1190,200,990,1080,3500,1330,2700,3850,8500,0,0,0,1,0,0,43,1,1,0,0,0,0,0,0,1,0
3840,0,200,0,20,270,2430,4210,5430,4220,0,0,1,1,0,0,45,0,0,1,0,1,1,0,0,1,1
6140,1370,1050,1710,4040,900,3150,4410,44810,7770,0,0,1,0,0,1,41,1,0,1,1,1,0,0,0,0,0
6870,1290,910,4740,1470,0,7120,1250,2610,4990,1,0,0,0,0,1,69,1,1,1,1,0,0,0,0,1,0
4650,310,860,1250,4200,0,0,0,0,3900,0,0,0,0,0,1,63,0,0,1,1,0,0,0,0,0,0
4840,2460,2240,2010,1580,0,5160,7940,17300,7570,0,0,0,1,0,0,52,1,1,1,1,1,0,0,0,1,1
2480,150,610,2120,0,0,1130,670,4310,4670,1,0,0,0,0,1,34,1,1,0,1,0,0,0,0,1,0
3260,3250,1470,670,0,0,16420,6330,33740,11430,0,0,0,0,0,0,44,1,0,1,1,1,0,0,0,1,1
1960,0,0,300,720,620,1250,840,2040,3700,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,1,0
7330,390,260,2550,0,20,610,14790,10350,10870,1,0,0,0,0,1,74,1,1,1,0,1,0,0,0,1,0
2110,840,1840,2710,20,860,650,990,2960,4020,0,0,1,1,0,1,32,1,1,1,1,0,0,1,0,1,0
4630,860,1110,730,0,2180,240,430,0,9840,0,0,1,1,0,0,81,1,0,1,1,1,0,0,0,0,0
5390,570,770,2210,30,0,640,1080,2730,5190,0,0,0,0,0,0,54,1,0,1,1,0,0,0,0,1,0
6140,1470,820,1240,300,10,4590,1890,2990,4330,0,0,0,1,0,1,37,1,1,0,1,0,0,0,0,1,0
4020,710,540,1960,5710,2220,2850,4140,5620,7650,0,0,0,0,0,1,51,1,0,1,1,0,1,0,0,1,0
2450,1010,700,960,10,1000,2580,4950,3210,2200,0,0,1,1,0,1,35,1,1,1,1,0,0,0,0,1,0
2670,1550,1390,460,0,0,470,660,2410,5540,0,0,0,1,0,0,22,1,0,1,1,0,0,0,0,1,1
2900,750,0,3530,5870,10,3620,1480,0,6720,0,0,0,0,0,1,59,1,0,1,0,0,0,0,0,0,0
3960,880,1130,1350,4420,5320,740,1960,3250,3640,0,0,0,0,0,1,33,1,0,0,1,0,0,0,0,1,0
3090,750,460,1420,1090,2360,950,2050,2840,2190,0,0,1,0,0,1,25,1,0,1,1,0,0,0,0,1,0
7480,2260,1610,860,690,500,38620,11210,1930,12580,0,0,1,0,0,1,59,1,1,1,1,1,1,1,1,1,1
4020,1810,1120,1080,0,0,220,1120,44760,7460,1,0,0,0,0,1,46,1,1,1,1,0,0,0,0,1,0
2030,1800,760,1590,0,4120,5830,2080,2220,3010,0,1,1,0,0,1,31,1,1,1,1,0,0,0,0,1,0
4740,1990,970,2710,10940,40,12220,840,25540,8290,0,0,0,1,1,1,41,1,0,1,1,1,0,1,1,1,1
3800,3260,1480,520,0,0,31850,5490,2880,4820,1,0,0,0,0,0,57,1,0,1,1,1,1,0,0,1,0
3150,1740,1940,0,2640,690,2840,1430,2570,3960,0,0,1,0,0,1,24,0,0,1,1,0,0,0,0,1,0
2830,1720,1150,4500,1560,3760,1100,1260,2040,4870,0,0,0,0,0,1,44,1,1,0,1,0,0,0,0,0,0
4350,40,150,600,10890,50,26040,1880,10090,12860,1,0,0,0,0,1,66,1,1,1,1,0,1,0,1,1,1
7240,0,0,3180,0,4420,1160,300,8870,5180,0,1,0,1,0,1,55,1,0,1,0,0,0,0,0,0,0
8380,1440,2160,1560,0,3130,10910,10040,20360,14320,0,0,0,1,0,1,59,1,1,1,1,0,1,1,0,1,1
2780,2380,610,1430,0,3640,4750,830,20190,5610,0,0,0,0,0,1,41,1,1,1,1,0,0,0,0,1,0
4300,3210,5820,4090,10,0,14480,17860,18680,9480,0,0,0,1,0,1,70,1,1,1,1,1,1,1,0,1,0
3170,370,1050,1390,780,3530,630,2010,2350,8560,0,0,0,0,0,1,47,1,0,1,1,0,0,0,0,1,0
2470,630,670,1170,0,0,1140,630,2560,6760,0,0,0,0,0,1,55,1,1,1,1,0,0,0,0,1,0
4930,1070,1430,800,400,4740,3470,1750,4510,6210,1,1,0,1,0,1,48,1,0,1,1,0,0,0,0,0,0
2940,790,1420,1630,2730,1480,760,1090,6280,5660,0,0,0,0,0,1,50,1,1,1,1,0,0,0,0,1,0
5240,0,0,1140,10,0,1660,13980,13850,4950,0,0,0,0,0,0,86,0,0,1,0,1,0,0,1,1,1
5890,1040,340,370,30,5790,1540,2380,2640,9190,0,0,0,1,0,1,65,1,0,1,1,0,0,0,1,0,0
7690,1220,720,2820,15110,14240,1770,3290,3440,6890,0,1,0,0,0,1,64,1,0,1,1,0,0,1,0,1,0
5110,310,0,5010,1490,0,3220,3470,2200,6660,1,0,0,0,0,1,62,1,0,1,0,1,0,0,0,1,0
5500,370,1150,880,2170,50,780,1510,12500,6780,0,0,0,0,0,1,53,1,0,0,1,0,0,0,0,1,0
4790,1380,800,690,0,5660,3790,1180,41670,7830,1,0,0,0,0,1,39,1,0,1,1,0,0,0,0,1,0
3450,0,0,5250,1470,5940,2010,0,2590,4890,0,1,1,1,0,1,35,1,0,0,0,0,0,1,0,1,0
2950,750,510,2260,1030,3210,700,620,3090,7930,0,1,1,0,0,0,45,1,0,1,1,0,0,0,0,1,0
5310,1120,1540,1240,6150,0,1210,170,17560,8410,1,0,0,1,0,1,49,1,0,1,1,0,0,0,0,1,0
4460,480,540,1630,770,0,1860,3690,3240,7060,0,0,0,0,0,1,70,1,0,1,1,0,0,0,0,1,0
7930,1720,1430,4190,4190,10,2290,7480,3300,15080,1,0,0,0,0,1,60,1,0,1,1,0,0,0,0,1,0
4860,1850,2120,2420,6070,30,8620,1210,1050,2640,0,0,0,0,0,1,34,1,1,0,1,0,0,0,0,0,0
1370,0,0,1770,13010,7390,690,4780,8650,7440,0,0,0,0,0,1,44,0,0,1,0,1,0,1,0,1,1
3560,970,760,610,680,1350,6880,25740,4100,12750,0,0,0,0,0,1,37,1,0,1,1,1,0,1,0,1,1
5530,3250,830,1960,2850,3220,10830,2160,4430,7350,0,1,0,0,0,1,43,1,1,1,1,0,0,0,0,1,0
6600,460,810,1210,0,0,2180,2400,30590,6030,0,0,0,1,0,0,53,1,1,1,1,0,0,0,0,1,0
460,380,3250,460,4380,5470,1620,1380,4830,4590,0,0,0,1,0,1,36,0,0,1,1,1,0,0,1,1,0
2420,610,640,1410,20,0,900,5250,2600,6600,0,0,0,1,0,0,57,1,1,1,1,0,0,0,0,0,0
3770,2900,1970,2130,10,40,84010,47290,12920,8410,0,1,0,0,0,1,55,1,0,1,1,1,1,1,0,1,1
2190,190,0,0,720,0,4820,950,4370,7370,1,0,0,1,0,1,42,1,0,1,0,0,0,0,0,1,0
4070,2180,1580,560,0,160,510,430,15030,3380,0,0,1,0,0,1,27,1,1,1,1,1,0,0,0,1,1
4760,2470,690,1760,1890,50,6090,1810,3570,7590,0,0,0,1,0,1,55,1,0,1,1,0,0,0,0,1,0
2240,450,160,1900,3760,2700,3770,3080,2220,6550,0,0,0,0,0,1,52,0,0,1,1,0,0,0,0,1,0
4910,690,790,390,0,10,760,2050,2830,8250,0,0,0,0,0,1,62,0,0,1,1,1,0,0,0,1,0
3350,1200,1030,2970,0,40,6570,1180,3480,10240,0,0,0,0,0,0,65,0,0,0,1,1,0,0,0,1,0
5350,1580,760,1230,0,0,3520,1670,1090,3340,0,0,0,0,0,1,60,1,0,0,1,0,0,0,0,0,0
5100,440,1620,4560,0,5190,15980,12430,3090,14230,0,1,0,0,0,1,73,1,1,1,1,1,1,0,0,1,0
6880,3210,1390,690,1280,40,28350,5790,57420,14790,0,0,0,0,0,1,68,0,0,1,1,1,1,1,1,1,1
4350,700,750,1080,3750,5520,3590,1450,2840,7510,0,0,1,1,0,1,33,1,1,1,1,0,0,0,0,0,0
6120,0,0,2880,1600,5150,2360,1540,3430,6640,0,0,0,0,0,1,47,1,1,1,0,0,0,0,0,1,0
4310,700,1110,890,1130,5050,440,910,13170,5430,0,0,0,1,0,1,53,1,0,1,1,0,0,0,0,0,0
8150,4540,1340,1130,0,0,15990,3210,7980,14980,0,0,0,1,0,0,76,1,1,1,1,1,0,1,0,1,1
4330,570,1160,5630,0,0,2540,5600,2090,2340,0,0,0,0,0,1,64,1,0,0,1,0,0,0,0,1,0
3070,940,560,1170,860,4070,6710,2660,2430,7590,0,0,0,0,0,0,53,1,0,1,1,1,0,0,0,1,0
5430,570,1810,930,0,20,820,1690,2370,8790,0,0,0,1,0,0,62,1,0,1,1,0,0,0,0,1,0
2910,720,690,2660,10,0,1720,1380,2420,10910,0,0,0,1,0,1,73,1,0,1,1,1,0,0,0,1,0
4340,330,800,1010,1040,4250,8580,720,4030,6340,0,1,0,0,0,1,42,1,0,0,1,0,0,0,0,1,0
5050,140,110,1120,1100,0,1200,1460,2010,6260,0,0,0,0,0,1,56,1,1,0,1,0,0,0,0,0,0
7360,150,140,4080,970,3990,11290,11190,5100,11310,0,1,0,1,0,1,83,1,1,0,1,1,0,0,0,1,0
5520,510,320,2950,470,20,3390,410,1240,6540,0,0,0,1,0,1,49,1,1,0,1,0,0,0,0,0,0
6090,1010,1590,770,700,2320,2870,1730,4450,7210,0,0,0,0,0,0,36,1,0,1,1,0,0,0,0,1,0
2390,370,740,1810,0,60,740,4560,2400,7460,0,0,0,0,0,0,71,0,0,1,1,1,0,0,0,1,0
4260,1090,390,210,6620,5270,20840,11720,4810,8180,0,0,0,0,0,1,43,1,1,1,1,0,0,0,0,1,0
3910,500,770,1860,1420,4060,3260,120,4960,3340,1,1,0,0,0,1,50,1,0,1,1,1,0,0,0,1,0
4680,180,800,1290,0,0,2070,840,5210,5210,1,0,1,0,0,1,33,1,0,0,1,0,0,0,0,1,0
2920,4290,1280,900,12410,8790,4900,4670,11100,8610,1,0,0,1,1,1,50,1,1,1,1,1,0,1,1,1,0
6310,0,0,2530,1220,3610,5530,1380,3530,8930,1,0,0,0,0,1,55,1,1,1,0,0,0,0,0,1,0
5970,480,480,5530,0,10,1940,2390,0,3400,0,0,0,0,0,1,67,1,1,0,1,0,0,0,0,0,0
5280,1220,2160,850,9770,1080,14130,2580,7050,8310,0,0,1,0,0,1,45,1,1,1,1,1,0,0,0,1,1
2600,590,660,2190,390,0,3340,1100,3920,6030,1,0,0,1,0,1,46,1,0,1,1,0,0,0,0,0,0
3240,790,990,580,180,6360,1050,1380,3370,5220,0,1,1,0,0,0,36,1,0,0,1,0,0,0,0,1,0
2020,320,140,0,10,7340,69330,39200,5660,4470,1,0,1,0,0,1,29,1,0,1,1,0,0,0,0,1,0
2710,450,1360,1840,9070,880,2370,2200,3170,3720,0,0,1,0,0,1,31,1,0,1,1,0,0,1,0,1,0
4860,510,330,1030,670,2590,2660,1750,3090,9710,0,0,0,0,0,1,68,1,1,1,0,1,0,0,0,1,0
4570,690,780,4920,3350,0,390,160,3250,5360,0,0,0,0,0,1,43,1,0,1,1,0,0,0,0,1,0
6320,0,0,1380,3690,5170,2390,2640,3120,11450,0,0,0,0,0,1,60,1,0,1,0,0,0,0,0,1,0
4120,530,690,1580,30,0,1680,1610,4180,7110,0,1,0,0,0,1,47,1,0,1,1,1,0,0,0,1,0
6730,850,1390,3110,0,4560,5630,1140,5070,8570,0,0,0,1,0,1,58,1,1,1,1,0,0,1,0,0,0
4900,1960,1220,1380,0,0,3080,950,3780,6640,0,0,0,0,0,1,50,1,1,1,1,0,0,1,0,1,0
2660,1510,520,2360,220,0,2330,280,2470,7050,0,0,0,0,0,0,60,0,0,1,1,0,0,0,0,1,0
5010,1130,1590,1370,2360,4510,7130,2130,2250,6720,0,1,0,1,0,0,54,1,1,1,1,0,0,0,0,1,0
6320,530,2180,4210,1200,6410,3820,13610,4680,2440,0,1,0,0,0,1,38,1,0,1,1,0,0,0,0,1,0
2350,930,740,1200,11980,10360,1220,720,2830,5610,0,1,0,0,0,1,62,1,1,0,1,0,0,0,0,1,0
3290,970,0,680,5140,6810,830,1140,6700,6260,0,0,1,1,0,1,29,1,0,1,1,1,0,0,0,1,0
5860,2370,780,460,910,180,4390,7810,50200,10950,0,0,1,0,0,1,67,1,0,1,1,0,1,1,0,1,1
7570,1650,1590,1080,2420,5140,6730,1290,3350,12910,0,0,0,0,0,1,52,1,0,0,1,0,0,0,0,1,0
8120,3550,2540,350,880,0,37220,8760,7150,10890,0,0,0,0,0,1,59,1,1,1,1,1,1,1,0,1,1
4170,770,310,510,0,250,21340,3560,4120,4040,0,0,1,0,0,1,32,1,1,1,1,1,1,0,0,1,0
1210,190,500,1610,0,40,1860,2590,3600,6830,0,0,0,1,0,1,41,1,0,1,1,0,0,0,0,1,0
2100,1020,1090,530,14870,5700,2540,670,1960,3110,0,1,1,0,0,1,25,1,0,1,1,1,0,0,0,1,0
4370,840,1580,0,3650,4070,1980,1380,5000,7080,1,0,0,1,0,1,40,1,0,1,1,0,0,0,0,1,0
5010,660,1040,4190,0,570,1470,2330,2990,5220,0,0,1,1,0,0,84,1,1,1,1,0,0,0,0,1,0
4450,1100,1800,740,660,0,2410,2100,3420,7740,1,0,0,0,0,1,43,1,1,1,1,1,0,0,0,1,0
5820,1430,1510,1830,5330,2160,760,150,2240,2550,0,1,0,0,0,1,44,1,0,0,1,0,0,0,0,1,0
4690,610,990,920,6190,4470,3620,1160,4210,2480,0,1,0,0,0,1,32,1,1,0,1,0,0,0,0,1,0
4340,140,630,2520,1190,5370,1980,1750,4320,6270,0,0,0,1,0,1,62,1,1,1,0,0,0,0,0,1,0
3450,300,500,2580,2980,4490,690,5230,3120,7930,0,0,0,1,0,0,74,1,1,0,1,1,0,0,0,1,0
3470,1690,1070,1830,1360,5040,7520,6070,24360,11570,0,1,0,0,0,1,69,1,0,1,1,1,1,1,1,1,1
5630,0,0,0,5120,10,540,720,8230,7470,1,0,0,0,0,1,53,1,1,1,0,0,0,0,0,1,0
3700,850,920,0,10,50,4730,1030,4940,6780,0,0,0,0,0,1,34,1,0,1,1,1,0,0,0,1,0
5560,760,1700,1930,20,3300,2080,2350,4270,5870,0,0,0,0,0,1,50,1,0,1,1,0,0,0,0,1,0
1840,0,0,880,0,0,12350,6020,30440,9050,0,0,0,0,1,1,52,0,0,1,0,0,1,1,0,1,1
4850,670,1310,1260,7170,4000,1780,2420,11300,4830,0,0,0,1,0,1,37,1,0,1,1,0,0,0,0,1,1
3610,1970,1400,1750,6130,690,7920,3630,6220,10970,1,0,1,0,0,1,28,1,0,1,1,1,0,1,0,1,1
6390,0,0,3050,0,0,8080,10970,20490,9600,0,0,0,0,0,1,67,1,0,1,0,1,1,0,0,1,1
6540,1090,700,1170,0,0,2870,5050,6590,11590,0,1,0,0,0,1,68,1,1,1,1,0,0,0,0,1,0
4320,690,1280,550,4440,1360,960,0,2550,7680,0,0,0,0,0,1,75,1,0,1,1,0,0,0,0,1,0
5470,1070,1410,640,400,0,2070,1540,3260,6630,0,0,0,1,0,1,44,1,0,1,1,1,0,0,0,1,0
4900,1610,1090,260,1090,6410,9570,3060,77360,7510,0,1,1,0,0,1,39,1,0,1,1,1,0,0,0,1,0
5760,1220,2390,810,0,0,11430,11140,3890,12760,0,0,0,0,0,0,82,1,0,1,1,0,0,0,0,1,1
4480,540,420,1490,890,0,1260,1620,2660,6290,0,0,0,0,0,1,49,1,0,1,1,0,0,0,0,1,0
3750,1210,720,570,4080,5170,2400,2720,5670,4910,1,0,1,0,0,1,39,1,0,1,1,0,0,1,0,1,0
3310,80,560,1260,310,3590,240,490,2160,4390,0,0,0,0,0,1,42,1,0,1,1,0,0,0,0,1,0
4110,390,630,320,6740,1660,2810,1350,8050,5160,0,1,0,0,0,1,57,1,1,1,1,0,0,0,0,1,0
5430,1450,3190,930,0,3410,3120,3080,18160,8410,1,1,0,1,0,1,54,1,1,1,1,1,1,1,0,1,1
6300,590,1420,900,3670,6250,5220,1470,4260,3910,0,0,1,0,0,1,40,1,0,1,1,0,0,0,0,1,0
2430,180,470,580,10320,3830,1580,160,2370,4710,0,0,0,0,0,1,45,1,0,0,1,0,0,0,0,1,0
4460,360,690,2120,0,2280,3430,720,4800,6400,1,1,0,0,0,1,40,1,1,0,1,0,0,0,0,1,0
3260,920,1490,1510,25800,9060,2200,23170,5190,7160,0,0,0,1,0,1,55,1,0,1,1,1,1,0,0,1,1
3800,50,240,2880,770,3000,940,1420,2240,5420,0,1,1,1,0,1,34,1,1,0,1,0,0,0,0,0,0
4130,1290,2060,1870,3210,5860,1920,9040,6900,9730,0,1,1,0,0,0,54,1,0,1,1,0,0,1,0,1,0
4990,390,450,2230,0,0,0,0,2850,8150,0,0,0,0,1,0,68,1,0,1,1,0,0,0,0,1,0
6460,130,90,9060,40,0,20720,11380,24470,4500,0,0,0,1,0,1,65,1,0,1,1,1,1,1,0,1,1
4870,330,250,420,410,5840,690,240,2410,11750,0,1,0,0,0,1,64,0,0,1,1,0,0,0,0,1,0
1020,640,860,3130,2050,2440,1380,2150,0,8430,0,0,0,0,0,1,73,1,0,0,1,0,0,1,0,0,0
4110,920,620,720,440,0,2450,1680,7830,5150,0,0,0,0,0,1,49,1,0,1,1,1,0,0,0,1,0
9080,2450,1230,4210,9250,2450,1710,2000,2640,12720,1,0,0,1,0,1,72,1,1,1,1,0,0,0,0,1,0
5390,40,0,470,750,0,840,3820,2200,7700,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,1,0
2190,520,480,2080,290,4850,5150,440,2430,5370,0,0,0,0,0,1,43,1,0,1,1,0,0,0,0,1,0
3680,370,470,1160,4750,4830,470,740,0,7130,0,0,0,0,0,1,45,1,0,1,1,0,0,0,0,0,0
3240,460,2630,4800,3070,5270,760,3550,2150,7370,0,0,0,0,0,1,51,1,0,1,1,1,0,0,0,1,0
5860,2120,1230,1510,3880,3810,2230,1320,9270,9920,0,1,0,0,0,1,55,1,1,1,1,0,0,1,0,1,0
3340,0,0,3070,940,2000,2150,930,4250,4340,1,0,0,0,0,1,33,1,1,1,0,0,0,0,0,1,0
2860,30,300,1280,930,0,10210,12980,4620,4940,0,0,0,0,0,1,36,0,0,1,1,0,0,0,0,1,0
5220,0,150,1810,7970,0,1360,4980,7140,8770,1,0,0,0,0,1,61,1,1,1,0,0,0,0,0,1,1
5300,1820,840,850,20,880,23360,23240,81880,7860,1,0,1,1,0,0,44,1,1,1,1,1,0,0,0,1,1
3170,1090,570,470,5110,10,2500,3200,4260,6610,1,0,0,0,0,1,36,1,0,1,1,1,0,0,0,1,0
4170,670,580,800,2100,5960,7160,2650,2550,4400,0,0,1,0,0,1,31,1,0,0,1,0,0,0,0,1,0
6920,1020,3390,3790,8070,14850,8350,5990,42820,5920,1,1,0,1,0,1,51,1,1,1,1,1,0,0,0,1,0
2430,1230,710,4310,4810,6910,840,4430,2020,4000,0,1,0,1,0,1,36,1,1,1,1,1,0,0,0,1,0
2960,780,1280,1400,3560,5420,7570,2050,2880,6340,0,0,1,0,1,1,39,1,1,1,1,0,1,1,0,1,0
5100,970,650,1040,0,20,1100,2810,10710,4770,0,0,0,0,1,1,37,1,0,1,1,0,0,1,0,1,0
5590,2320,1190,2320,0,10,11930,13070,4550,14080,0,0,0,0,0,1,64,1,1,1,1,1,1,0,0,1,0
3910,860,1030,0,0,1130,2020,17840,4230,4320,0,0,1,1,0,1,26,1,1,1,1,1,0,0,0,1,0
5130,1800,1650,620,650,4340,2390,3210,3890,5350,0,0,1,0,0,1,42,1,1,1,1,1,0,1,0,1,0
3210,660,320,0,610,0,5730,4770,10980,6190,0,0,0,1,0,1,35,1,1,1,1,1,1,0,1,1,1
2540,360,270,580,0,0,0,0,-10,7680,0,0,0,0,0,0,65,1,0,1,1,0,0,0,0,0,0
5790,1350,1760,360,5210,5000,1870,1020,2840,2590,0,0,1,0,0,1,46,1,0,1,1,1,0,0,0,1,0
2370,0,0,810,0,5280,2110,310,2410,3550,0,1,0,0,0,1,30,0,0,1,0,0,0,0,0,1,0
2760,480,260,440,4660,6010,660,2430,3730,2440,0,0,0,0,0,0,32,1,0,0,1,0,0,0,0,1,0
3360,1390,1510,1900,570,0,7320,2620,4540,9880,1,0,0,0,0,1,45,1,0,1,1,1,0,1,0,1,0
3190,2290,1230,1180,24420,880,3280,6730,4510,8590,1,0,0,0,0,1,56,1,0,1,1,1,0,0,0,0,0
